system,query_id,phase,category,question,answer,corpus_snapshot,execution_fingerprint,accuracy,synthesis,latest_state,contradiction_detected,contradiction_resolved,compression_loss,provenance_fidelity,evaluator_notes
rag,contradiction_06,phase_2,contradiction,Determine whether there is a contradiction between research claims of interpretability and policy requirements for explainability audits.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:abd641d4f6cc4503d599e0b1e7d4b40237a55d5690829806608524a2311509c0,correct,full,correct,,,none,,
wiki,lookup_01,phase_1,lookup,What is the title of the arXiv paper that introduces the Transformer architecture?,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_02,phase_1,lookup,Which SEC filing form is typically used for annual reports by U.S. public companies?,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_03,phase_1,lookup,"In policy governance documents, what does the acronym KYC stand for?",MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_04,phase_1,lookup,What section of a financial filing usually contains the Management's Discussion and Analysis (MD&A)?,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_05,phase_1,lookup,What is the standard purpose of a data retention policy in enterprise compliance documentation?,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_06,phase_1,lookup,What does EBITDA stand for in corporate financial reporting contexts?,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_01,phase_1,synthesis,Synthesize key differences between model pretraining objectives described in arXiv papers and governance controls described in policy documents.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_02,phase_1,synthesis,Combine evidence from a company risk policy and its annual filing to summarize the organization's top operational risk themes.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_03,phase_1,synthesis,"Using arXiv and policy sources, summarize how data privacy constraints can affect machine learning deployment decisions.",MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_04,phase_1,synthesis,Synthesize a short briefing that links model evaluation findings in research papers with disclosure language in financial filings.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_05,phase_1,synthesis,Integrate information from compliance policy documents and SEC filings to explain how incident response responsibilities are allocated.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_06,phase_1,synthesis,Synthesize the relationship between research-reported model limitations and the cautionary statements in investor-facing filings.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_01,phase_1,latest_state,"Based on the latest dated corpus documents, what is the most current stated policy on retaining customer support transcripts?",MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_02,phase_1,latest_state,"From available filing revisions, what is the latest reported fiscal-year revenue trend for the company?",MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_03,phase_1,latest_state,"Considering publication dates, what is the newest model architecture improvement described across the arXiv papers in corpus?",MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_04,phase_1,latest_state,"Using effective dates in governance materials, what is the latest approved access-control requirement for production systems?",MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_05,phase_1,latest_state,"Across policy updates and filings, what is the latest disclosed stance on third-party AI vendor risk?",MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_06,phase_1,latest_state,"From the most recent corpus evidence, what is the current definition of material cybersecurity incident reporting timelines?",MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_01,phase_1,contradiction,Identify any contradiction between arXiv claims of model robustness and policy constraints on acceptable model failure rates.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_02,phase_1,contradiction,Find contradictions between risk disclosures in financial filings and internal policy statements about system availability commitments.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_03,phase_1,contradiction,Detect contradictions between data minimization policy language and research pipeline descriptions that rely on broad data collection.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_04,phase_1,contradiction,Identify contradictions between financial filing statements on AI investment priorities and policy restrictions on deployment scope.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_05,phase_1,contradiction,Check whether governance documents contradict filing disclosures about incident disclosure speed and escalation thresholds.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_06,phase_1,contradiction,Determine whether there is a contradiction between research claims of interpretability and policy requirements for explainability audits.,MOCK_RESPONSE,sha256:c7269e7838752fae8d84086a0247035530cb865ad03748eada116cf49b3144df,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_01,phase_2,lookup,What is the title of the arXiv paper that introduces the Transformer architecture?,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_02,phase_2,lookup,Which SEC filing form is typically used for annual reports by U.S. public companies?,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_03,phase_2,lookup,"In policy governance documents, what does the acronym KYC stand for?",MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_04,phase_2,lookup,What section of a financial filing usually contains the Management's Discussion and Analysis (MD&A)?,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_05,phase_2,lookup,What is the standard purpose of a data retention policy in enterprise compliance documentation?,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,lookup_06,phase_2,lookup,What does EBITDA stand for in corporate financial reporting contexts?,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_01,phase_2,synthesis,Synthesize key differences between model pretraining objectives described in arXiv papers and governance controls described in policy documents.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_02,phase_2,synthesis,Combine evidence from a company risk policy and its annual filing to summarize the organization's top operational risk themes.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_03,phase_2,synthesis,"Using arXiv and policy sources, summarize how data privacy constraints can affect machine learning deployment decisions.",MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_04,phase_2,synthesis,Synthesize a short briefing that links model evaluation findings in research papers with disclosure language in financial filings.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_05,phase_2,synthesis,Integrate information from compliance policy documents and SEC filings to explain how incident response responsibilities are allocated.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_06,phase_2,synthesis,Synthesize the relationship between research-reported model limitations and the cautionary statements in investor-facing filings.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_01,phase_2,latest_state,"Based on the latest dated corpus documents, what is the most current stated policy on retaining customer support transcripts?",MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_02,phase_2,latest_state,"From available filing revisions, what is the latest reported fiscal-year revenue trend for the company?",MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_03,phase_2,latest_state,"Considering publication dates, what is the newest model architecture improvement described across the arXiv papers in corpus?",MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_04,phase_2,latest_state,"Using effective dates in governance materials, what is the latest approved access-control requirement for production systems?",MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_05,phase_2,latest_state,"Across policy updates and filings, what is the latest disclosed stance on third-party AI vendor risk?",MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_06,phase_2,latest_state,"From the most recent corpus evidence, what is the current definition of material cybersecurity incident reporting timelines?",MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_01,phase_2,contradiction,Identify any contradiction between arXiv claims of model robustness and policy constraints on acceptable model failure rates.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_02,phase_2,contradiction,Find contradictions between risk disclosures in financial filings and internal policy statements about system availability commitments.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_03,phase_2,contradiction,Detect contradictions between data minimization policy language and research pipeline descriptions that rely on broad data collection.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_04,phase_2,contradiction,Identify contradictions between financial filing statements on AI investment priorities and policy restrictions on deployment scope.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_05,phase_2,contradiction,Check whether governance documents contradict filing disclosures about incident disclosure speed and escalation thresholds.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_06,phase_2,contradiction,Determine whether there is a contradiction between research claims of interpretability and policy requirements for explainability audits.,MOCK_RESPONSE,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
